metric,value
hbn_atoms,1680
candidate_bonds_lt_0p20nm,2460
degree0_atoms,0
degree1_atoms,60
degree2_atoms,0
degree3_atoms,1620
degree_gt3_atoms,0

atom_i,atom_j,name_i,name_j,elem_i,elem_j,distance_nm
239,240,B0239,N0240,B,N,0.14500
241,242,B0241,N0242,B,N,0.14500
243,244,B0243,N0244,B,N,0.14500
245,246,B0245,N0246,B,N,0.14500
247,248,B0247,N0248,B,N,0.14500
249,250,B0249,N0250,B,N,0.14500
251,252,B0251,N0252,B,N,0.14500
253,254,B0253,N0254,B,N,0.14500
255,256,B0255,N0256,B,N,0.14500
257,258,B0257,N0258,B,N,0.14500
259,260,B0259,N0260,B,N,0.14500
261,262,B0261,N0262,B,N,0.14500
263,264,B0263,N0264,B,N,0.14500
265,266,B0265,N0266,B,N,0.14500
267,268,B0267,N0268,B,N,0.14500
269,270,B0269,N0270,B,N,0.14500
271,272,B0271,N0272,B,N,0.14500
273,274,B0273,N0274,B,N,0.14500
275,276,B0275,N0276,B,N,0.14500
277,278,B0277,N0278,B,N,0.14500
279,280,B0279,N0280,B,N,0.14500
281,282,B0281,N0282,B,N,0.14500
283,284,B0283,N0284,B,N,0.14500
285,286,B0285,N0286,B,N,0.14500
287,288,B0287,N0288,B,N,0.14500
289,290,B0289,N0290,B,N,0.14500
291,292,B0291,N0292,B,N,0.14500
293,294,B0293,N0294,B,N,0.14500
295,296,B0295,N0296,B,N,0.14500
297,298,B0297,N0298,B,N,0.14500
299,300,B0299,N0300,B,N,0.14500
301,302,B0301,N0302,B,N,0.14500
303,304,B0303,N0304,B,N,0.14500
305,306,B0305,N0306,B,N,0.14500
307,308,B0307,N0308,B,N,0.14500
309,310,B0309,N0310,B,N,0.14500
311,312,B0311,N0312,B,N,0.14500
313,314,B0313,N0314,B,N,0.14500
315,316,B0315,N0316,B,N,0.14500
317,318,B0317,N0318,B,N,0.14500
319,320,B0319,N0320,B,N,0.14500
321,322,B0321,N0322,B,N,0.14500
323,324,B0323,N0324,B,N,0.14500
325,326,B0325,N0326,B,N,0.14500
327,328,B0327,N0328,B,N,0.14500
329,330,B0329,N0330,B,N,0.14500
331,332,B0331,N0332,B,N,0.14500
333,334,B0333,N0334,B,N,0.14500
335,336,B0335,N0336,B,N,0.14500
337,338,B0337,N0338,B,N,0.14500
339,340,B0339,N0340,B,N,0.14500
341,342,B0341,N0342,B,N,0.14500
343,344,B0343,N0344,B,N,0.14500
345,346,B0345,N0346,B,N,0.14500
347,348,B0347,N0348,B,N,0.14500
349,350,B0349,N0350,B,N,0.14500
351,352,B0351,N0352,B,N,0.14500
353,354,B0353,N0354,B,N,0.14500
355,356,B0355,N0356,B,N,0.14500
357,358,B0357,N0358,B,N,0.14500
359,360,B0359,N0360,B,N,0.14500
361,362,B0361,N0362,B,N,0.14500
363,364,B0363,N0364,B,N,0.14500
365,366,B0365,N0366,B,N,0.14500
367,368,B0367,N0368,B,N,0.14500
369,370,B0369,N0370,B,N,0.14500
371,372,B0371,N0372,B,N,0.14500
373,374,B0373,N0374,B,N,0.14500
375,376,B0375,N0376,B,N,0.14500
377,378,B0377,N0378,B,N,0.14500
379,380,B0379,N0380,B,N,0.14500
381,382,B0381,N0382,B,N,0.14500
383,384,B0383,N0384,B,N,0.14500
385,386,B0385,N0386,B,N,0.14500
387,388,B0387,N0388,B,N,0.14500
389,390,B0389,N0390,B,N,0.14500
391,392,B0391,N0392,B,N,0.14500
393,394,B0393,N0394,B,N,0.14500
395,396,B0395,N0396,B,N,0.14500
397,398,B0397,N0398,B,N,0.14500
399,400,B0399,N0400,B,N,0.14500
401,402,B0401,N0402,B,N,0.14500
403,404,B0403,N0404,B,N,0.14500
405,406,B0405,N0406,B,N,0.14500
407,408,B0407,N0408,B,N,0.14500
409,410,B0409,N0410,B,N,0.14500
411,412,B0411,N0412,B,N,0.14500
413,414,B0413,N0414,B,N,0.14500
415,416,B0415,N0416,B,N,0.14500
417,418,B0417,N0418,B,N,0.14500
419,420,B0419,N0420,B,N,0.14500
421,422,B0421,N0422,B,N,0.14500
423,424,B0423,N0424,B,N,0.14500
425,426,B0425,N0426,B,N,0.14500
427,428,B0427,N0428,B,N,0.14500
429,430,B0429,N0430,B,N,0.14500
431,432,B0431,N0432,B,N,0.14500
433,434,B0433,N0434,B,N,0.14500
435,436,B0435,N0436,B,N,0.14500
437,438,B0437,N0438,B,N,0.14500
439,440,B0439,N0440,B,N,0.14500
441,442,B0441,N0442,B,N,0.14500
443,444,B0443,N0444,B,N,0.14500
445,446,B0445,N0446,B,N,0.14500
447,448,B0447,N0448,B,N,0.14500
449,450,B0449,N0450,B,N,0.14500
451,452,B0451,N0452,B,N,0.14500
453,454,B0453,N0454,B,N,0.14500
455,456,B0455,N0456,B,N,0.14500
457,458,B0457,N0458,B,N,0.14500
459,460,B0459,N0460,B,N,0.14500
461,462,B0461,N0462,B,N,0.14500
463,464,B0463,N0464,B,N,0.14500
465,466,B0465,N0466,B,N,0.14500
467,468,B0467,N0468,B,N,0.14500
469,470,B0469,N0470,B,N,0.14500
471,472,B0471,N0472,B,N,0.14500
473,474,B0473,N0474,B,N,0.14500
475,476,B0475,N0476,B,N,0.14500
477,478,B0477,N0478,B,N,0.14500
479,480,B0479,N0480,B,N,0.14500
601,602,B0601,N0602,B,N,0.14500
603,604,B0603,N0604,B,N,0.14500
605,606,B0605,N0606,B,N,0.14500
607,608,B0607,N0608,B,N,0.14500
609,610,B0609,N0610,B,N,0.14500
611,612,B0611,N0612,B,N,0.14500
613,614,B0613,N0614,B,N,0.14500
615,616,B0615,N0616,B,N,0.14500
617,618,B0617,N0618,B,N,0.14500
619,620,B0619,N0620,B,N,0.14500
621,622,B0621,N0622,B,N,0.14500
623,624,B0623,N0624,B,N,0.14500
625,626,B0625,N0626,B,N,0.14500
627,628,B0627,N0628,B,N,0.14500
629,630,B0629,N0630,B,N,0.14500
631,632,B0631,N0632,B,N,0.14500
633,634,B0633,N0634,B,N,0.14500
635,636,B0635,N0636,B,N,0.14500
637,638,B0637,N0638,B,N,0.14500
639,640,B0639,N0640,B,N,0.14500
641,642,B0641,N0642,B,N,0.14500
643,644,B0643,N0644,B,N,0.14500
645,646,B0645,N0646,B,N,0.14500
647,648,B0647,N0648,B,N,0.14500
649,650,B0649,N0650,B,N,0.14500
651,652,B0651,N0652,B,N,0.14500
653,654,B0653,N0654,B,N,0.14500
655,656,B0655,N0656,B,N,0.14500
657,658,B0657,N0658,B,N,0.14500
659,660,B0659,N0660,B,N,0.14500
841,842,B0841,N0842,B,N,0.14500
843,844,B0843,N0844,B,N,0.14500
845,846,B0845,N0846,B,N,0.14500
847,848,B0847,N0848,B,N,0.14500
849,850,B0849,N0850,B,N,0.14500
851,852,B0851,N0852,B,N,0.14500
853,854,B0853,N0854,B,N,0.14500
855,856,B0855,N0856,B,N,0.14500
857,858,B0857,N0858,B,N,0.14500
859,860,B0859,N0860,B,N,0.14500
861,862,B0861,N0862,B,N,0.14500
863,864,B0863,N0864,B,N,0.14500
865,866,B0865,N0866,B,N,0.14500
867,868,B0867,N0868,B,N,0.14500
869,870,B0869,N0870,B,N,0.14500
871,872,B0871,N0872,B,N,0.14500
873,874,B0873,N0874,B,N,0.14500
875,876,B0875,N0876,B,N,0.14500
877,878,B0877,N0878,B,N,0.14500
879,880,B0879,N0880,B,N,0.14500
881,882,B0881,N0882,B,N,0.14500
883,884,B0883,N0884,B,N,0.14500
885,886,B0885,N0886,B,N,0.14500
887,888,B0887,N0888,B,N,0.14500
889,890,B0889,N0890,B,N,0.14500
891,892,B0891,N0892,B,N,0.14500
893,894,B0893,N0894,B,N,0.14500
895,896,B0895,N0896,B,N,0.14500
897,898,B0897,N0898,B,N,0.14500
899,900,B0899,N0900,B,N,0.14500
901,902,B0901,N0902,B,N,0.14500
903,904,B0903,N0904,B,N,0.14500
905,906,B0905,N0906,B,N,0.14500
907,908,B0907,N0908,B,N,0.14500
909,910,B0909,N0910,B,N,0.14500
911,912,B0911,N0912,B,N,0.14500
913,914,B0913,N0914,B,N,0.14500
915,916,B0915,N0916,B,N,0.14500
917,918,B0917,N0918,B,N,0.14500
919,920,B0919,N0920,B,N,0.14500
921,922,B0921,N0922,B,N,0.14500
923,924,B0923,N0924,B,N,0.14500
925,926,B0925,N0926,B,N,0.14500
927,928,B0927,N0928,B,N,0.14500
929,930,B0929,N0930,B,N,0.14500
931,932,B0931,N0932,B,N,0.14500
933,934,B0933,N0934,B,N,0.14500
935,936,B0935,N0936,B,N,0.14500
937,938,B0937,N0938,B,N,0.14500
939,940,B0939,N0940,B,N,0.14500
941,942,B0941,N0942,B,N,0.14500
943,944,B0943,N0944,B,N,0.14500
945,946,B0945,N0946,B,N,0.14500
947,948,B0947,N0948,B,N,0.14500
949,950,B0949,N0950,B,N,0.14500
951,952,B0951,N0952,B,N,0.14500
953,954,B0953,N0954,B,N,0.14500
955,956,B0955,N0956,B,N,0.14500
957,958,B0957,N0958,B,N,0.14500
959,960,B0959,N0960,B,N,0.14500
1201,1202,B1201,N1202,B,N,0.14500
1203,1204,B1203,N1204,B,N,0.14500
1205,1206,B1205,N1206,B,N,0.14500
1207,1208,B1207,N1208,B,N,0.14500
1209,1210,B1209,N1210,B,N,0.14500
1211,1212,B1211,N1212,B,N,0.14500
1213,1214,B1213,N1214,B,N,0.14500
1215,1216,B1215,N1216,B,N,0.14500
1217,1218,B1217,N1218,B,N,0.14500
1219,1220,B1219,N1220,B,N,0.14500
1221,1222,B1221,N1222,B,N,0.14500
1223,1224,B1223,N1224,B,N,0.14500
1225,1226,B1225,N1226,B,N,0.14500
1227,1228,B1227,N1228,B,N,0.14500
1229,1230,B1229,N1230,B,N,0.14500
1231,1232,B1231,N1232,B,N,0.14500
1233,1234,B1233,N1234,B,N,0.14500
1235,1236,B1235,N1236,B,N,0.14500
1237,1238,B1237,N1238,B,N,0.14500
1239,1240,B1239,N1240,B,N,0.14500
1241,1242,B1241,N1242,B,N,0.14500
1243,1244,B1243,N1244,B,N,0.14500
1245,1246,B1245,N1246,B,N,0.14500
1247,1248,B1247,N1248,B,N,0.14500
1249,1250,B1249,N1250,B,N,0.14500
1251,1252,B1251,N1252,B,N,0.14500
1253,1254,B1253,N1254,B,N,0.14500
1255,1256,B1255,N1256,B,N,0.14500
1257,1258,B1257,N1258,B,N,0.14500
1259,1260,B1259,N1260,B,N,0.14500
1381,1382,B1381,N1382,B,N,0.14500
1383,1384,B1383,N1384,B,N,0.14500
1385,1386,B1385,N1386,B,N,0.14500
1387,1388,B1387,N1388,B,N,0.14500
1389,1390,B1389,N1390,B,N,0.14500
1391,1392,B1391,N1392,B,N,0.14500
1393,1394,B1393,N1394,B,N,0.14500
1395,1396,B1395,N1396,B,N,0.14500
1397,1398,B1397,N1398,B,N,0.14500
1399,1400,B1399,N1400,B,N,0.14500
1401,1402,B1401,N1402,B,N,0.14500
1403,1404,B1403,N1404,B,N,0.14500
1405,1406,B1405,N1406,B,N,0.14500
1407,1408,B1407,N1408,B,N,0.14500
1409,1410,B1409,N1410,B,N,0.14500
1411,1412,B1411,N1412,B,N,0.14500
1413,1414,B1413,N1414,B,N,0.14500
1415,1416,B1415,N1416,B,N,0.14500
1417,1418,B1417,N1418,B,N,0.14500
1419,1420,B1419,N1420,B,N,0.14500
1421,1422,B1421,N1422,B,N,0.14500
1423,1424,B1423,N1424,B,N,0.14500
1425,1426,B1425,N1426,B,N,0.14500
1427,1428,B1427,N1428,B,N,0.14500
1429,1430,B1429,N1430,B,N,0.14500
1431,1432,B1431,N1432,B,N,0.14500
1433,1434,B1433,N1434,B,N,0.14500
1435,1436,B1435,N1436,B,N,0.14500
1437,1438,B1437,N1438,B,N,0.14500
1439,1440,B1439,N1440,B,N,0.14500
1441,1442,B1441,N1442,B,N,0.14500
1443,1444,B1443,N1444,B,N,0.14500
1445,1446,B1445,N1446,B,N,0.14500
1447,1448,B1447,N1448,B,N,0.14500
1449,1450,B1449,N1450,B,N,0.14500
1451,1452,B1451,N1452,B,N,0.14500
1453,1454,B1453,N1454,B,N,0.14500
1455,1456,B1455,N1456,B,N,0.14500
1457,1458,B1457,N1458,B,N,0.14500
1459,1460,B1459,N1460,B,N,0.14500
1461,1462,B1461,N1462,B,N,0.14500
1463,1464,B1463,N1464,B,N,0.14500
1465,1466,B1465,N1466,B,N,0.14500
1467,1468,B1467,N1468,B,N,0.14500
1469,1470,B1469,N1470,B,N,0.14500
1471,1472,B1471,N1472,B,N,0.14500
1473,1474,B1473,N1474,B,N,0.14500
1475,1476,B1475,N1476,B,N,0.14500
1477,1478,B1477,N1478,B,N,0.14500
1479,1480,B1479,N1480,B,N,0.14500
1481,1482,B1481,N1482,B,N,0.14500
1483,1484,B1483,N1484,B,N,0.14500
1485,1486,B1485,N1486,B,N,0.14500
1487,1488,B1487,N1488,B,N,0.14500
1489,1490,B1489,N1490,B,N,0.14500
1491,1492,B1491,N1492,B,N,0.14500
1493,1494,B1493,N1494,B,N,0.14500
1495,1496,B1495,N1496,B,N,0.14500
1497,1498,B1497,N1498,B,N,0.14500
1499,1500,B1499,N1500,B,N,0.14500
1501,1502,B1501,N1502,B,N,0.14500
1503,1504,B1503,N1504,B,N,0.14500
1505,1506,B1505,N1506,B,N,0.14500
1507,1508,B1507,N1508,B,N,0.14500
1509,1510,B1509,N1510,B,N,0.14500
1511,1512,B1511,N1512,B,N,0.14500
1513,1514,B1513,N1514,B,N,0.14500
1515,1516,B1515,N1516,B,N,0.14500
1517,1518,B1517,N1518,B,N,0.14500
1519,1520,B1519,N1520,B,N,0.14500
1521,1522,B1521,N1522,B,N,0.14500
1523,1524,B1523,N1524,B,N,0.14500
1525,1526,B1525,N1526,B,N,0.14500
1527,1528,B1527,N1528,B,N,0.14500
1529,1530,B1529,N1530,B,N,0.14500
1531,1532,B1531,N1532,B,N,0.14500
1533,1534,B1533,N1534,B,N,0.14500
1535,1536,B1535,N1536,B,N,0.14500
1537,1538,B1537,N1538,B,N,0.14500
1539,1540,B1539,N1540,B,N,0.14500
1541,1542,B1541,N1542,B,N,0.14500
1543,1544,B1543,N1544,B,N,0.14500
1545,1546,B1545,N1546,B,N,0.14500
1547,1548,B1547,N1548,B,N,0.14500
1549,1550,B1549,N1550,B,N,0.14500
1551,1552,B1551,N1552,B,N,0.14500
1553,1554,B1553,N1554,B,N,0.14500
1555,1556,B1555,N1556,B,N,0.14500
1557,1558,B1557,N1558,B,N,0.14500
1559,1560,B1559,N1560,B,N,0.14500
1621,1622,B1621,N1622,B,N,0.14500
1623,1624,B1623,N1624,B,N,0.14500
1625,1626,B1625,N1626,B,N,0.14500
1627,1628,B1627,N1628,B,N,0.14500
1629,1630,B1629,N1630,B,N,0.14500
1631,1632,B1631,N1632,B,N,0.14500
1633,1634,B1633,N1634,B,N,0.14500
1635,1636,B1635,N1636,B,N,0.14500
1637,1638,B1637,N1638,B,N,0.14500
1639,1640,B1639,N1640,B,N,0.14500
1641,1642,B1641,N1642,B,N,0.14500
1643,1644,B1643,N1644,B,N,0.14500
1645,1646,B1645,N1646,B,N,0.14500
1647,1648,B1647,N1648,B,N,0.14500
1649,1650,B1649,N1650,B,N,0.14500
1651,1652,B1651,N1652,B,N,0.14500
1653,1654,B1653,N1654,B,N,0.14500
1655,1656,B1655,N1656,B,N,0.14500
1657,1658,B1657,N1658,B,N,0.14500
1659,1660,B1659,N1660,B,N,0.14500
1661,1662,B1661,N1662,B,N,0.14500
1663,1664,B1663,N1664,B,N,0.14500
1665,1666,B1665,N1666,B,N,0.14500
1667,1668,B1667,N1668,B,N,0.14500
1669,1670,B1669,N1670,B,N,0.14500
1671,1672,B1671,N1672,B,N,0.14500
1673,1674,B1673,N1674,B,N,0.14500
1675,1676,B1675,N1676,B,N,0.14500
1677,1678,B1677,N1678,B,N,0.14500
1679,1680,B1679,N1680,B,N,0.14500
394,451,N0394,B0451,N,B,0.14500
40,97,N0040,B0097,N,B,0.14500
158,215,N0158,B0215,N,B,0.14500
276,333,N0276,B0333,N,B,0.14500
570,629,N0570,B0629,N,B,0.14500
748,805,N0748,B0805,N,B,0.14500
806,865,N0806,B0865,N,B,0.14500
924,983,N0924,B0983,N,B,0.14500
984,1041,N0984,B1041,N,B,0.14500
1220,1277,N1220,B1277,N,B,0.14500
1278,1337,N1278,B1337,N,B,0.14500
1338,1395,N1338,B1395,N,B,0.14500
1514,1573,N1514,B1573,N,B,0.14500
362,421,N0362,B0421,N,B,0.14501
364,423,N0364,B0423,N,B,0.14501
8,67,N0008,B0067,N,B,0.14501
10,69,N0010,B0069,N,B,0.14501
126,185,N0126,B0185,N,B,0.14501
128,187,N0128,B0187,N,B,0.14501
244,303,N0244,B0303,N,B,0.14501
246,305,N0246,B0305,N,B,0.14501
542,659,N0542,B0659,N,B,0.14501
600,657,N0600,B0657,N,B,0.14501
776,835,N0776,B0835,N,B,0.14501
778,837,N0778,B0837,N,B,0.14501
836,893,N0836,B0893,N,B,0.14501
838,895,N0838,B0895,N,B,0.14501
954,1011,N0954,B1011,N,B,0.14501
956,1013,N0956,B1013,N,B,0.14501
1012,1071,N1012,B1071,N,B,0.14501
1014,1073,N1014,B1073,N,B,0.14501
1248,1307,N1248,B1307,N,B,0.14501
1250,1309,N1250,B1309,N,B,0.14501
1308,1365,N1308,B1365,N,B,0.14501
1310,1367,N1310,B1367,N,B,0.14501
1366,1425,N1366,B1425,N,B,0.14501
1368,1427,N1368,B1427,N,B,0.14501
1544,1601,N1544,B1601,N,B,0.14501
1546,1603,N1546,B1603,N,B,0.14501
380,437,N0380,B0437,N,B,0.14501
408,465,N0408,B0465,N,B,0.14501
26,83,N0026,B0083,N,B,0.14501
54,111,N0054,B0111,N,B,0.14501
144,201,N0144,B0201,N,B,0.14501
172,229,N0172,B0229,N,B,0.14501
262,319,N0262,B0319,N,B,0.14501
290,347,N0290,B0347,N,B,0.14501
556,615,N0556,B0615,N,B,0.14501
584,643,N0584,B0643,N,B,0.14501
734,791,N0734,B0791,N,B,0.14501
762,819,N0762,B0819,N,B,0.14501
792,851,N0792,B0851,N,B,0.14501
820,879,N0820,B0879,N,B,0.14501
910,969,N0910,B0969,N,B,0.14501
938,997,N0938,B0997,N,B,0.14501
970,1027,N0970,B1027,N,B,0.14501
998,1055,N0998,B1055,N,B,0.14501
1206,1263,N1206,B1263,N,B,0.14501
1234,1291,N1234,B1291,N,B,0.14501
1264,1323,N1264,B1323,N,B,0.14501
1292,1351,N1292,B1351,N,B,0.14501
1324,1381,N1324,B1381,N,B,0.14501
1352,1409,N1352,B1409,N,B,0.14501
1528,1587,N1528,B1587,N,B,0.14501
1560,1619,N1560,B1619,N,B,0.14501
604,661,N0604,B0661,N,B,0.14506
610,669,N0610,B0669,N,B,0.14506
618,677,N0618,B0677,N,B,0.14506
626,683,N0626,B0683,N,B,0.14506
634,691,N0634,B0691,N,B,0.14506
640,699,N0640,B0699,N,B,0.14506
648,707,N0648,B0707,N,B,0.14506
656,713,N0656,B0713,N,B,0.14506
846,905,N0846,B0905,N,B,0.14506
854,913,N0854,B0913,N,B,0.14506
862,919,N0862,B0919,N,B,0.14506
870,927,N0870,B0927,N,B,0.14506
876,935,N0876,B0935,N,B,0.14506
884,943,N0884,B0943,N,B,0.14506
892,949,N0892,B0949,N,B,0.14506
900,957,N0900,B0957,N,B,0.14506
1142,1259,N1142,B1259,N,B,0.14506
1150,1207,N1150,B1207,N,B,0.14506
1156,1215,N1156,B1215,N,B,0.14506
1164,1223,N1164,B1223,N,B,0.14506
1172,1229,N1172,B1229,N,B,0.14506
1180,1237,N1180,B1237,N,B,0.14506
1186,1245,N1186,B1245,N,B,0.14506
1194,1253,N1194,B1253,N,B,0.14506
1386,1443,N1386,B1443,N,B,0.14506
1392,1451,N1392,B1451,N,B,0.14506
1400,1459,N1400,B1459,N,B,0.14506
1408,1465,N1408,B1465,N,B,0.14506
1416,1473,N1416,B1473,N,B,0.14506
1422,1481,N1422,B1481,N,B,0.14506
1430,1489,N1430,B1489,N,B,0.14506
1438,1495,N1438,B1495,N,B,0.14506
1444,1503,N1444,B1503,N,B,0.14506
1452,1509,N1452,B1509,N,B,0.14506
1460,1517,N1460,B1517,N,B,0.14506
1466,1525,N1466,B1525,N,B,0.14506
1474,1533,N1474,B1533,N,B,0.14506
1482,1539,N1482,B1539,N,B,0.14506
1490,1547,N1490,B1547,N,B,0.14506
1496,1555,N1496,B1555,N,B,0.14506
64,123,N0064,B0123,N,B,0.14506
72,131,N0072,B0131,N,B,0.14506
80,137,N0080,B0137,N,B,0.14506
88,145,N0088,B0145,N,B,0.14506
94,153,N0094,B0153,N,B,0.14506
102,161,N0102,B0161,N,B,0.14506
110,167,N0110,B0167,N,B,0.14506
118,175,N0118,B0175,N,B,0.14506
182,241,N0182,B0241,N,B,0.14506
190,249,N0190,B0249,N,B,0.14506
198,255,N0198,B0255,N,B,0.14506
206,263,N0206,B0263,N,B,0.14506
212,271,N0212,B0271,N,B,0.14506
220,279,N0220,B0279,N,B,0.14506
228,285,N0228,B0285,N,B,0.14506
236,293,N0236,B0293,N,B,0.14506
308,367,N0308,B0367,N,B,0.14506
316,373,N0316,B0373,N,B,0.14506
324,381,N0324,B0381,N,B,0.14506
330,389,N0330,B0389,N,B,0.14506
338,397,N0338,B0397,N,B,0.14506
346,403,N0346,B0403,N,B,0.14506
354,411,N0354,B0411,N,B,0.14506
360,419,N0360,B0419,N,B,0.14506
426,485,N0426,B0485,N,B,0.14506
434,491,N0434,B0491,N,B,0.14506
442,499,N0442,B0499,N,B,0.14506
448,507,N0448,B0507,N,B,0.14506
456,515,N0456,B0515,N,B,0.14506
464,521,N0464,B0521,N,B,0.14506
472,529,N0472,B0529,N,B,0.14506
478,537,N0478,B0537,N,B,0.14506
486,543,N0486,B0543,N,B,0.14506
492,551,N0492,B0551,N,B,0.14506
500,559,N0500,B0559,N,B,0.14506
508,565,N0508,B0565,N,B,0.14506
516,573,N0516,B0573,N,B,0.14506
522,581,N0522,B0581,N,B,0.14506
530,589,N0530,B0589,N,B,0.14506
538,595,N0538,B0595,N,B,0.14506
662,721,N0662,B0721,N,B,0.14506
670,727,N0670,B0727,N,B,0.14506
678,735,N0678,B0735,N,B,0.14506
684,743,N0684,B0743,N,B,0.14506
692,751,N0692,B0751,N,B,0.14506
700,757,N0700,B0757,N,B,0.14506
708,765,N0708,B0765,N,B,0.14506
714,773,N0714,B0773,N,B,0.14506
1024,1081,N1024,B1081,N,B,0.14506
1032,1089,N1032,B1089,N,B,0.14506
1038,1097,N1038,B1097,N,B,0.14506
1046,1105,N1046,B1105,N,B,0.14506
1054,1111,N1054,B1111,N,B,0.14506
1062,1119,N1062,B1119,N,B,0.14506
1068,1127,N1068,B1127,N,B,0.14506
1076,1135,N1076,B1135,N,B,0.14506
1082,1141,N1082,B1141,N,B,0.14506
1090,1149,N1090,B1149,N,B,0.14506
1098,1155,N1098,B1155,N,B,0.14506
1106,1163,N1106,B1163,N,B,0.14506
1112,1171,N1112,B1171,N,B,0.14506
1120,1179,N1120,B1179,N,B,0.14506
1128,1185,N1128,B1185,N,B,0.14506
1136,1193,N1136,B1193,N,B,0.14506
1562,1621,N1562,B1621,N,B,0.14506
1570,1627,N1570,B1627,N,B,0.14506
1578,1635,N1578,B1635,N,B,0.14506
1584,1643,N1584,B1643,N,B,0.14506
1592,1651,N1592,B1651,N,B,0.14506
1600,1657,N1600,B1657,N,B,0.14506
1608,1665,N1608,B1665,N,B,0.14506
1614,1673,N1614,B1673,N,B,0.14506
392,449,N0392,B0449,N,B,0.14507
396,453,N0396,B0453,N,B,0.14507
38,95,N0038,B0095,N,B,0.14507
42,99,N0042,B0099,N,B,0.14507
156,213,N0156,B0213,N,B,0.14507
160,217,N0160,B0217,N,B,0.14507
274,331,N0274,B0331,N,B,0.14507
278,335,N0278,B0335,N,B,0.14507
568,627,N0568,B0627,N,B,0.14507
572,631,N0572,B0631,N,B,0.14507
746,803,N0746,B0803,N,B,0.14507
750,807,N0750,B0807,N,B,0.14507
804,863,N0804,B0863,N,B,0.14507
808,867,N0808,B0867,N,B,0.14507
922,981,N0922,B0981,N,B,0.14507
926,985,N0926,B0985,N,B,0.14507
982,1039,N0982,B1039,N,B,0.14507
986,1043,N0986,B1043,N,B,0.14507
1218,1275,N1218,B1275,N,B,0.14507
1222,1279,N1222,B1279,N,B,0.14507
1276,1335,N1276,B1335,N,B,0.14507
1280,1339,N1280,B1339,N,B,0.14507
1336,1393,N1336,B1393,N,B,0.14507
1340,1397,N1340,B1397,N,B,0.14507
1512,1571,N1512,B1571,N,B,0.14507
1516,1575,N1516,B1575,N,B,0.14507
620,677,N0620,B0677,N,B,0.14512
640,697,N0640,B0697,N,B,0.14512
856,913,N0856,B0913,N,B,0.14512
876,933,N0876,B0933,N,B,0.14512
1150,1209,N1150,B1209,N,B,0.14512
1170,1229,N1170,B1229,N,B,0.14512
1386,1445,N1386,B1445,N,B,0.14512
1406,1465,N1406,B1465,N,B,0.14512
1446,1503,N1446,B1503,N,B,0.14512
1466,1523,N1466,B1523,N,B,0.14512
88,147,N0088,B0147,N,B,0.14512
108,167,N0108,B0167,N,B,0.14512
206,265,N0206,B0265,N,B,0.14512
226,285,N0226,B0285,N,B,0.14512
324,383,N0324,B0383,N,B,0.14512
344,403,N0344,B0403,N,B,0.14512
624,683,N0624,B0683,N,B,0.14512
634,693,N0634,B0693,N,B,0.14512
860,919,N0860,B0919,N,B,0.14512
870,929,N0870,B0929,N,B,0.14512
1156,1213,N1156,B1213,N,B,0.14512
1166,1223,N1166,B1223,N,B,0.14512
1392,1449,N1392,B1449,N,B,0.14512
1402,1459,N1402,B1459,N,B,0.14512
1450,1509,N1450,B1509,N,B,0.14512
1460,1519,N1460,B1519,N,B,0.14512
442,501,N0442,B0501,N,B,0.14512
462,521,N0462,B0521,N,B,0.14512
502,559,N0502,B0559,N,B,0.14512
522,579,N0522,B0579,N,B,0.14512
678,737,N0678,B0737,N,B,0.14512
698,757,N0698,B0757,N,B,0.14512
1032,1091,N1032,B1091,N,B,0.14512
1052,1111,N1052,B1111,N,B,0.14512
1092,1149,N1092,B1149,N,B,0.14512
1112,1169,N1112,B1169,N,B,0.14512
1564,1621,N1564,B1621,N,B,0.14512
1584,1641,N1584,B1641,N,B,0.14512
94,151,N0094,B0151,N,B,0.14512
104,161,N0104,B0161,N,B,0.14512
212,269,N0212,B0269,N,B,0.14512
222,279,N0222,B0279,N,B,0.14512
330,387,N0330,B0387,N,B,0.14512
340,397,N0340,B0397,N,B,0.14512
448,505,N0448,B0505,N,B,0.14512
458,515,N0458,B0515,N,B,0.14512
506,565,N0506,B0565,N,B,0.14512
516,575,N0516,B0575,N,B,0.14512
684,741,N0684,B0741,N,B,0.14512
694,751,N0694,B0751,N,B,0.14512
1038,1095,N1038,B1095,N,B,0.14512
1048,1105,N1048,B1105,N,B,0.14512
1096,1155,N1096,B1155,N,B,0.14512
1106,1165,N1106,B1165,N,B,0.14512
1568,1627,N1568,B1627,N,B,0.14512
1578,1637,N1578,B1637,N,B,0.14512
620,679,N0620,B0679,N,B,0.14514
624,681,N0624,B0681,N,B,0.14514
636,693,N0636,B0693,N,B,0.14514
638,697,N0638,B0697,N,B,0.14514
856,915,N0856,B0915,N,B,0.14514
860,917,N0860,B0917,N,B,0.14514
872,929,N0872,B0929,N,B,0.14514
874,933,N0874,B0933,N,B,0.14514
1152,1209,N1152,B1209,N,B,0.14514
1154,1213,N1154,B1213,N,B,0.14514
1166,1225,N1166,B1225,N,B,0.14514
1170,1227,N1170,B1227,N,B,0.14514
1388,1445,N1388,B1445,N,B,0.14514
1390,1449,N1390,B1449,N,B,0.14514
1402,1461,N1402,B1461,N,B,0.14514
