lag_ps,autocorrelation,autocorrelation_normalized
0.99,1.8451131082208965e-06,0.0481285223787518
1.0,1.7650356128189193e-06,0.04603975529324528
1.01,1.5401975529392752e-06,0.04017500719281766
1.02,1.3121694973352066e-06,0.034227050220301376
1.03,1.1400462368181456e-06,0.02973733186168716
1.04,1.1375097453543446e-06,0.029671169204430463
1.05,1.0372526645070596e-06,0.027056031336899142
1.06,1.049108315409589e-06,0.027365277939307833
1.07,9.80527581403002e-07,0.02557639606714453
1.08,7.187577026737426e-07,0.018748306553080983
1.09,4.6455193165828905e-07,0.012117521651811724
1.1,2.947211566974925e-07,0.007687601222064876
1.11,-1.2107258602681764e-07,-0.0031580961839589475
1.12,-3.8992051213135717e-07,-0.01017081175697858
1.13,-6.689053325617073e-07,-0.017447941334341417
1.14,-6.120592540006184e-07,-0.015965149980260315
1.15,-5.998346673209701e-07,-0.01564627993865634
1.16,-3.926635311568345e-07,-0.01024236154542506
1.17,-4.48541782189098e-07,-0.01169990777568567
1.18,-4.1341110127912363e-07,-0.010783547822020395
1.19,-2.1889704219023698e-07,-0.005709780688650404
1.2,7.678531682673307e-08,0.00200289284314842
1.21,3.932874656820788e-07,0.010258636453791001
1.22,8.137719948572746e-07,0.021226689838789514
1.23,1.0398670293536408e-06,0.02712422526846046
1.24,1.1775654088287572e-06,0.03071599398364569
1.25,1.293846886037348e-06,0.03374911734780856
1.26,1.3266971868224623e-06,0.03460599513456364
1.27,1.4689906878832574e-06,0.03831762447568235
1.28,1.6551758320805493e-06,0.043174137520419605
1.29,1.8349036448200078e-06,0.04786221545936814
1.3,2.1652026885780505e-06,0.05647784170383039
1.31,2.4495533402033785e-06,0.06389493534388264
1.32,2.772675281735604e-06,0.07232335175088246
1.33,3.020349487069279e-06,0.07878376519704518
1.34,3.2386598164532845e-06,0.08447824188059215
1.35,3.234225898784309e-06,0.08436258614934943
1.36,2.9814794884787704e-06,0.07776986768112044
1.37,2.5566045243688398e-06,0.06668729278247197
1.38,2.262450059826956e-06,0.0590144733404354
1.39,1.8134839688564464e-06,0.04730349775834227
1.4,1.5739048479534008e-06,0.04105423909203645
1.41,1.5640637791229907e-06,0.0407975414948404
1.42,1.4877719205710905e-06,0.03880752017567469
1.43,1.513395867538321e-06,0.03947590343063591
